tree_species,avg_temperature,annual_rainfall,elevation,soil_type,soil_moisture,humidity
Deodar Cedar,0.7986659259434372,1110.2594012939894,2594.324985948604,1,42.54961153274788,46.75344794068582
Deodar Cedar,1.6590712763022104,929.7502396058967,1315.668632538885,1,24.64971552908895,48.146479669524275
Deodar Cedar,14.556952110993906,991.3537399170915,3013.7704294490113,1,15.342108227736245,64.80779877044847
Deodar Cedar,27.64411317162229,607.4932393713144,1815.5434424874475,1,37.02171737177758,79.18664239960817
Deodar Cedar,15.974327498136425,1270.592467552528,3432.447023841215,1,41.9820883356519,59.63706627323597
Deodar Cedar,17.14464100218029,1358.4496659937272,3181.72998176875,1,13.986803516409378,24.96935114387186
Deodar Cedar,12.73164244174418,1451.3375346282348,3204.8576425311057,1,4.083639020783274,56.474783596082666
Deodar Cedar,11.285001480023313,1646.5352428408946,3439.272685512459,1,33.74855521870497,29.31332468178304
Deodar Cedar,17.30502350544875,1171.7300683098997,2280.0418357839317,1,16.878100344247343,38.46687588628215
Deodar Cedar,16.473827500301056,782.5153647169682,1230.3547742604226,1,19.344280883748503,54.7010920985803
Deodar Cedar,-0.6988971102295274,1413.9122399552384,1973.1360136483288,1,57.829839772060566,63.25306900146131
Deodar Cedar,16.013840330115855,1274.635112428872,1570.77270036079,1,36.44759654531259,40.03741683869247
Deodar Cedar,18.27273972054614,924.6492370059103,2400.483542443783,1,32.817311378131585,13.202906451454282
Deodar Cedar,-0.38305217469892305,1327.8822519939513,845.1900649590355,1,17.56087651471168,54.0266172823921
Deodar Cedar,25.649643593137775,1064.4163885799342,2936.9498885140683,1,36.051336915865285,72.63799711174255
Deodar Cedar,35.71656018610212,1092.9184973024453,2780.8191792522075,1,18.568140950677176,53.31078756526644
Deodar Cedar,1.9097680858958004,702.0042480165441,1654.100890307694,1,43.83475601548325,44.63210634178721
Deodar Cedar,8.154259432102624,1157.8829208334698,2588.8986784336043,1,11.391731877273237,34.17252707497316
Deodar Cedar,9.764979326029856,861.908265239161,2239.7756747881663,1,27.349096543041263,28.67957333660528
Deodar Cedar,7.616090103252941,1038.244233870222,2020.8053868478835,1,33.52964881507521,35.23438417165024
Deodar Cedar,13.050964910080138,1552.9511734658215,2448.514579870541,1,31.56711643661594,48.26181803957032
Deodar Cedar,11.59981591019222,1320.778449678368,2905.4595359102536,1,15.634239531140178,30.324037907402186
Deodar Cedar,16.832600172709157,1060.2507760885712,2302.5082510756497,1,36.54336504984113,93.8173665404642
Deodar Cedar,5.946766880128267,730.7279910077762,2397.9144341354163,1,-4.175719928956013,82.53683312859982
Deodar Cedar,18.78104426403793,1091.2566727775757,2203.3685416384046,1,53.56245613776075,-3.9428820107394458
Deodar Cedar,9.14154411733031,1059.7075972753826,1655.4106731377135,1,20.36062437356579,76.126791967807
Deodar Cedar,15.89561673597341,863.8756938894796,2215.313937983749,1,29.36573673094492,70.88897258354444
Deodar Cedar,20.48559428547669,921.4450636284038,2618.969201834467,1,13.671088859147375,26.97360456530244
Deodar Cedar,10.951316182147742,950.3036535797771,1473.3031331390262,1,21.265964901188134,30.749285289514045
Deodar Cedar,-6.6153389849041915,1056.8969373014766,2285.1712057756117,1,35.205018042089826,42.004970848610554
Deodar Cedar,18.895752792626592,1668.1767752347196,2099.9572314770717,1,-0.952065531118901,49.847693331650305
Deodar Cedar,14.804573704989455,1441.0070630750636,1276.8188470464115,1,37.926898893198064,51.043321395395445
Deodar Cedar,2.9611126421985468,1335.5677364999547,1045.2047076229533,1,37.839800950135775,9.892697879290857
Deodar Cedar,11.073480087312971,1071.8021000112706,2000.1007480828941,1,16.748430045359285,80.94752122512895
Deodar Cedar,12.262624024334054,1248.030535586987,2634.7555162195904,1,15.821262941848536,41.90435056971515
Deodar Cedar,21.601900056058167,1395.0160785678102,1983.2503276461011,1,25.94071696390781,32.667702056333894
Deodar Cedar,21.753177188784612,1040.8150145208092,2584.0907986068714,1,35.069431833419635,41.01228005883612
Deodar Cedar,1.9778213580335553,672.6620984156341,2274.885781904739,1,17.72779454059254,48.39997932433582
Deodar Cedar,-1.3511198848280603,838.6433090435188,1941.1192379679883,1,33.57153220307459,25.2624198617306
Deodar Cedar,8.368288661400044,1322.5384950297612,1874.8117843631132,1,16.300983761395965,62.16373347260324
Deodar Cedar,4.339808152235289,800.0589649452934,1702.9590381300786,1,12.924102158678835,37.396204415266986
Deodar Cedar,1.841765384283022,1099.229198454367,1914.8370845639176,1,30.818679917433137,65.90222887445643
Deodar Cedar,7.198662306734326,1059.2470929857352,1701.9342831062381,1,43.78861808370111,31.960039585925085
Deodar Cedar,26.934686038211446,879.9547014959563,3462.9246574470735,1,14.437766030483854,45.20612337695796
Deodar Cedar,-1.2167927854211715,1526.1811283453842,637.856499916272,1,34.24360864681167,45.52415943441546
Deodar Cedar,29.196161772609365,1192.1835126245164,3420.0908565606915,1,48.735067161274245,60.214206558083376
Deodar Cedar,-3.905188243921458,932.0959462937137,1697.1611786759227,1,34.82395924148537,49.31742140395798
Deodar Cedar,-3.19472752013162,920.2355045005804,1909.3850205540264,1,12.665409670334995,41.2909310115296
Deodar Cedar,29.589645007995603,1189.9153481659253,2021.7080764959285,1,5.727555406686758,39.23259642655145
Deodar Cedar,-0.1332934446718248,1568.244698822657,2253.859847573997,1,32.512442794288305,44.73929941770107
Deodar Cedar,14.497958947407648,998.0179289522769,1814.077013488849,1,23.452302614121404,58.2174336775238
Deodar Cedar,4.830416779690007,1086.032755701584,1595.1887750301269,1,58.45040975307282,39.590327814599
Deodar Cedar,16.952785327539956,1481.7118130593658,2147.931117379825,1,24.286370913057638,74.12403688233385
Deodar Cedar,35.590610319064815,745.4272511161656,1894.0497575315512,1,80.9262202485485,26.903001917344685
Deodar Cedar,8.952888744246996,759.4622318879311,2478.0938009175147,1,16.316496515486772,57.374417576621006
Deodar Cedar,13.987517162180955,1105.312580385457,2106.513126244679,1,33.556691348867375,63.29857020495251
Deodar Cedar,12.057834296805481,870.886734891852,2412.971287181842,1,40.521886404610996,60.834447123924676
Deodar Cedar,-5.607996849779198,1624.8355485823038,2145.014589618373,1,12.386594295322759,30.990178766012654
Deodar Cedar,10.31104280873763,1302.3118944853652,1838.76258715771,1,37.001743081351734,30.554480276548592
Deodar Cedar,0.1449037743079824,1185.636120460995,2724.4765561777676,1,20.800837262558815,36.44807052391848
Deodar Cedar,-0.02890513879964196,835.0787803101443,1627.7448460247356,1,37.37800475865925,38.51982605521624
Deodar Cedar,4.475249332420155,1345.7927632827375,2046.4559599661543,1,16.286693656909392,95.1859968585432
Deodar Cedar,13.041693819226145,1397.928707613611,2755.333481041206,1,18.25646420978719,74.66141609253579
Deodar Cedar,20.866653946986165,882.2407993646134,2162.908320165056,1,15.955607061781812,59.99997256281449
Deodar Cedar,7.254507140170607,1440.6522545958146,975.2513701707403,1,4.625784294908268,72.38165812711966
Deodar Cedar,9.819590456781118,894.7446686270002,2169.4008029284178,1,53.89359005407917,57.1154995523403
Deodar Cedar,-12.891565823917944,1082.020726962165,1841.4046127718068,1,24.647441478475393,51.724156277898615
Deodar Cedar,1.384588617530719,1169.5420881487626,2388.8849543201422,1,34.15906030298454,43.036246142696896
Deodar Cedar,17.6226110032457,882.1601799637156,2754.6163959611067,1,40.4730550338859,33.450204109304025
Deodar Cedar,-11.430869366629004,1091.8375674764661,1611.958053794094,1,30.665178250355584,52.22380946300598
Deodar Cedar,13.236750357893703,1149.1241446960967,2128.519959325944,1,40.60729008956349,92.05343618246482
Deodar Cedar,24.1656000961663,984.2555291679785,2317.3546752265333,1,39.43626576111186,65.42845019948368
Deodar Cedar,15.172338188363645,789.7126945316452,2249.8067051956536,1,15.041758721682061,17.50871590999543
Deodar Cedar,23.602547422303875,1281.1124404682828,1436.9752701744524,1,23.78466532517444,51.286542622080745
Deodar Cedar,8.25214178679808,828.2709353965083,2753.866880938432,1,40.898606200840945,48.09638651741247
Deodar Cedar,-3.9797692144754393,1257.7093854081684,2385.5660609368338,1,10.44349599278901,55.12656514679226
Deodar Cedar,7.334521724605611,874.0998754156176,1809.4031107615358,1,25.820822825406783,76.01425997150872
Deodar Cedar,2.328832033364227,1280.6339415100101,1360.9927357894908,1,30.689719455694302,35.3260906381376
Deodar Cedar,22.27772293879489,992.9238911300872,951.9735127970789,1,23.52380993808831,51.29442779703447
Deodar Cedar,0.7978190937271545,868.0439234496006,1711.7714682113215,1,36.07464500433484,41.15447424814202
Deodar Cedar,17.89610845937097,874.088975354308,3500.8847625338567,1,13.381793632815825,26.764657792022074
Deodar Cedar,24.319284644204025,909.3480154965624,2386.66303859714,1,28.559923909371907,63.45451020860508
Deodar Cedar,18.40568066037905,799.120769229509,2093.58199516962,1,15.937236241553773,48.015624337070015
Deodar Cedar,27.53470823392733,1223.8492642615106,1704.3348389315856,1,8.356857367513953,29.579521403715777
Deodar Cedar,18.438359056130274,954.5953634451249,2734.178708192903,1,4.1350444464533815,35.59512210381855
Deodar Cedar,7.884223712960069,1112.2448694109075,1945.6923421587674,1,53.375609563104234,55.15035057077012
Deodar Cedar,10.299504856153598,1185.1499135617494,2767.439967735355,1,30.732412885924333,62.97740860073169
Deodar Cedar,-0.10011750412624565,1399.949699830783,2420.700501375378,1,30.83665654578937,46.4301805789349
Deodar Cedar,-12.10297778185511,1198.087324175527,2680.8487048480083,1,34.86253026434903,47.18546229420845
Deodar Cedar,-0.9760514502751896,1147.9887967518143,2244.5435042180857,1,40.163873123971925,32.02008485824379
Deodar Cedar,8.669904401752671,1271.500497834899,2315.2350881631455,1,36.859576142821155,31.795523341961676
Deodar Cedar,-3.535013174745014,1361.0752058824182,2317.323113287704,1,13.889602381276273,45.59764325867722
Deodar Cedar,-5.888350925757035,1303.9010596965738,478.58833096181365,1,7.473633301602746,70.76135327158637
Deodar Cedar,29.61168608841595,1066.786715432707,1398.7010823653059,1,19.216831129924792,52.034853757278405
Deodar Cedar,30.910064719803586,1019.2694384395512,2115.7642462738577,1,18.38571693111637,53.92345952118012
Deodar Cedar,11.391119072951815,1191.0977911679058,3391.867012527062,1,22.82576061053706,45.32775762918641
Deodar Cedar,10.583186250937066,922.3126615943329,1179.6791778777547,1,44.68305182992273,49.81893661893606
Deodar Cedar,3.583813880351256,1568.700268631879,1669.8649638220097,1,32.14222128589368,57.97476346345612
Deodar Cedar,-0.29510179838939976,1142.337238450403,1705.101978611929,1,33.53896614988445,44.518962246722346
Deodar Cedar,2.3575708700681037,1150.8044226347274,1030.3646951898004,1,56.43332089106198,72.37212676070772
Blue Pine,36.40418786133078,1471.0069269812675,3059.608236974058,1,14.220678201466995,50.34789021907196
Blue Pine,0.7734205847279156,1287.5629648006764,3062.1287139092183,1,20.074257048691493,55.99677927905623
Blue Pine,23.07581675507401,584.7110090297723,2583.6426081890177,1,48.57524132091528,38.301726632076466
Blue Pine,14.19201300315872,1299.6576848074253,2106.9698083314925,1,14.92145956721613,62.78664702820863
Blue Pine,12.539611041654476,929.6200840571526,2731.757631817526,1,30.11724063072663,44.89770084433039
Blue Pine,2.2287180262057324,1619.7014366129438,2157.5102728214565,1,34.60563230258557,46.94916687868865
Blue Pine,17.378160117464287,1211.1086265931337,2481.6600393211506,1,30.767838756184684,83.19549443274882
Blue Pine,10.316432393651757,1370.054256813131,1959.5564521925148,1,33.856330636472066,21.16429511466428
Blue Pine,-1.381813154641785,1464.6351889918237,3189.9235901007837,1,40.43309741550094,77.37760242692634
Blue Pine,19.606469907767355,1555.3587976116705,1936.6393971488733,1,0.7480614131769627,72.27984900900705
Blue Pine,-15.462747483269055,1557.797306995768,1803.4281803176957,1,42.53814013649611,99.55118441771303
Blue Pine,11.930390520883138,1233.1828898414647,2285.090949661955,1,32.57566973039474,75.29051519884038
Blue Pine,24.50684848307424,1453.6292955791378,3143.896628039517,1,39.89238996342846,18.648693518754197
Blue Pine,5.380381881216691,963.0825955746574,2850.6866138584523,1,24.823422312187553,71.07063653869872
Blue Pine,28.7276421946682,1770.080045379457,1551.5394170850595,1,29.1805147303703,44.7608558153574
Blue Pine,2.6347332354266415,658.9782852000919,2415.9227087354257,1,48.80357711286085,48.18635018341452
Blue Pine,25.927745604001377,1356.587790684522,1305.2535956525292,1,60.31991749228311,51.403459983412525
Blue Pine,12.5236002896476,1432.436698625087,2611.850675991949,1,24.536868156429044,35.33680814951358
Blue Pine,9.26106500170126,1030.333064058535,2002.075232118771,1,18.386337308074992,50.00525988739948
Blue Pine,-4.915067683266798,1068.553550588594,2740.439707500562,1,44.27766120574792,69.97760863660203
Blue Pine,21.453132912271293,1688.4108987753707,1497.229147757015,1,59.41202963398048,51.32535202966429
Blue Pine,14.112997965908374,1031.9545450009578,2362.530886116962,1,6.506545150472803,66.01832466707506
Blue Pine,4.499617162807008,1195.0522548101274,2523.6003886605577,1,24.608815016655857,15.13597215496712
Blue Pine,21.445461367271598,412.8291967351538,3573.9390133285974,1,43.48457884059166,76.18435011896484
Blue Pine,5.520774499681105,819.9030305565728,1991.0497001670353,1,33.756921211216074,71.49860570759132
Blue Pine,8.265574973164256,733.6456422732356,2723.4594014159043,1,26.613399504792323,15.854646477605108
Blue Pine,13.653077508580095,1519.79687367804,2634.1560365390565,1,7.69039666370816,35.77853154311493
Blue Pine,14.226001448984007,1597.1959324077436,2348.4098695523107,1,35.382877497036816,103.49618520731104
Blue Pine,9.964633840952695,1317.4817076499914,2934.0353416116677,1,20.19135242306494,77.83065531900579
Blue Pine,23.596639274234978,769.0497523324285,3668.11412467008,1,48.370189131705374,48.05020401937754
Blue Pine,11.704956869173483,987.6870102492001,2085.2795177659095,1,58.671142309547115,41.5870172774643
Blue Pine,-8.502256157010539,1690.713724225695,2134.354523277017,1,5.908263118700081,51.2784226355687
Blue Pine,14.405887599274891,844.6246436693034,2623.504503926842,1,27.921732397580957,43.735991805746835
Blue Pine,10.909119752552051,743.7816453791439,2379.900009460003,1,17.527238593751086,42.76348083503572
Blue Pine,6.371456639435646,1144.460091615783,3494.387564563337,1,27.509435308134744,35.51475639794517
Blue Pine,4.293619139359219,1371.3455893676323,1694.4106480805417,1,28.343544641946533,-1.5063027977465993
Blue Pine,18.865859173583324,916.8005646024037,1497.2385786058858,1,40.013807473547274,91.20989210122816
Blue Pine,-2.8811330877098698,1349.0497739719483,2277.1477416639777,1,15.3961408861005,69.16289313666199
Blue Pine,3.826268447219922,1069.9235866954505,2073.7592393901105,1,42.72098400679726,66.51916698756892
Blue Pine,10.131891456584778,1451.8526261785964,1776.0974641212651,1,17.09058177248609,60.955090835160156
Blue Pine,-13.815940844973142,1417.9648414328224,3224.7424718544826,1,25.536163273815305,37.7895773960818
Blue Pine,12.188129820044367,1201.2825393745723,3100.8027992045913,1,20.14423050155641,46.00552533839155
Blue Pine,36.556937073854684,1528.9589529894556,2340.8831028610452,1,38.65395477153592,51.80753452528639
Blue Pine,7.184101687235819,2462.2694033737134,2225.7054971171933,1,55.20702034131543,28.971957822574232
Blue Pine,-4.122412557316514,1086.9323595616804,2992.310501367865,1,37.30207353213349,42.690744011108535
Blue Pine,8.285132883955894,889.1903541027789,2682.0161209271614,1,28.92492405364288,60.75885323291023
Blue Pine,21.356704220634366,1892.3735270499105,2708.195482805704,1,14.388570189216184,53.37501938500695
Blue Pine,12.628461138712368,1113.4132754653776,2252.8807978213267,1,21.76995434517967,40.58758499476374
Blue Pine,11.249247615177065,1231.9377912092955,1467.504199421566,1,39.03395121983425,75.08443465215137
Blue Pine,14.248838105462752,1125.8154311921135,1973.6327389038665,1,28.16016311703668,71.54881219124381
Blue Pine,-0.9755949023213439,660.0783776251193,2366.437893220488,1,29.010311673510813,51.64914942094605
Blue Pine,12.654597645220822,1810.8303744115456,2649.023853972246,1,27.448325333426833,67.0162590905398
Blue Pine,22.338060196858148,1540.8952223577596,2584.423058641114,1,39.80747337018245,62.05216217095095
Blue Pine,37.47993432229883,924.1522601029465,2536.1869481169447,1,39.31499408852616,43.046584306479005
Blue Pine,16.849078765939396,1957.9884531575026,1333.5697645300065,1,24.40150963781573,36.02881374473209
Blue Pine,-3.3362354861991133,669.2585247091719,2556.7848390412437,1,23.866569171540394,37.35572637134861
Blue Pine,5.224646182604175,851.4795771348763,2311.2546194847077,1,28.511010046593398,43.62340794338901
Blue Pine,5.152641464833531,709.9416504237317,2458.231973354603,1,43.31279957913412,50.09359959032677
Blue Pine,-7.434578911566476,879.5354366232893,2402.515241370247,1,25.030970296003503,49.171557431350024
Blue Pine,0.7176028713428764,1088.7882134341114,2945.128771675515,1,45.8500605567741,4.784946457844661
Blue Pine,-4.453255445787011,801.8282421062204,3702.430840790399,1,48.20819224187525,59.724206864664524
Blue Pine,1.282364108544205,652.6877409258266,1930.9072247678537,1,50.40381675096901,70.28477753830607
Blue Pine,-1.762734076516221,1903.7009285381853,1991.6055046290594,1,21.191332571940222,64.71146340600662
Blue Pine,33.20372206088839,1575.0995521098348,3316.9903587624544,1,14.540966274055338,57.939870728956926
Blue Pine,12.470258246612367,971.8354637661553,1692.544065211281,1,32.9734445161652,87.79077098361847
Blue Pine,-14.547735258781579,394.4752934785786,2584.445360316542,1,9.880991697350026,49.111547267123676
Blue Pine,20.94836414580534,638.5616580418554,2710.3028482016825,1,26.154387073475736,65.66425425232342
